overs,battingteam,bowlingteam,venue,season,runs
2,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,14
2,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,15
2,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,19
3,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,20
3,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,21
3,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,22
4,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,24
4,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,25
4,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,26
4,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,30
4,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,34
5,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,38
5,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,39
5,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2016,40
0,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,0
0,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,6
0,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,7
0,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,8
1,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,8
1,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,9
1,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,13
1,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,14
1,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,18
2,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,22
2,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,26
2,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,27
3,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,28
3,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,32
3,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,33
3,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,37
4,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,38
4,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,42
4,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,43
4,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,45
4,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,46
4,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,50
5,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,51
5,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,52
5,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2016,53
1,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,7
2,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,10
2,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,11
2,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,12
3,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,12
3,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,16
3,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,22
3,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,23
3,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,27
4,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,31
4,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,32
4,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,38
5,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,43
5,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,44
5,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,48
5,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2016,49
0,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,5
0,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,6
0,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,11
0,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,12
1,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,14
1,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,15
1,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,19
1,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,20
1,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,22
2,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,22
2,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,23
2,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,24
2,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,25
2,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,29
2,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,35
3,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,35
3,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,36
3,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,37
3,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,38
4,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,38
4,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,39
4,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,49
5,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,49
5,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,50
5,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,56
0,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,4
0,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,5
0,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,6
0,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,8
0,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,13
1,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,13
1,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,17
1,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,23
2,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,24
2,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,25
3,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,25
3,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,26
4,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,27
4,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,28
4,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,30
4,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,31
4,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,35
5,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,2016,35
0,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,0
0,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,4
1,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,5
1,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,9
1,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,11
1,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,15
1,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,16
1,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,20
2,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,20
2,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,21
2,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,25
2,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,29
3,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,30
3,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,34
3,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,35
3,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,36
4,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,36
4,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,37
4,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,38
4,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,42
5,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,42
5,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,43
5,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,2016,47
0,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,0
0,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,1
1,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,1
1,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,7
1,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,11
1,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,13
1,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,17
2,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,18
2,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,22
2,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,26
2,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,27
2,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,28
3,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,32
3,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,33
3,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,39
3,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,40
4,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,41
4,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,42
4,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,46
4,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,47
5,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,51
5,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,57
5,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015,61
0,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,0
0,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,4
0,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,5
1,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,5
1,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,11
1,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,12
2,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,12
2,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,13
2,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,14
2,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,15
3,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,15
3,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,16
3,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,17
3,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,21
4,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,21
4,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,22
4,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,26
5,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,30
5,Chennai Super Kings,Mumbai Indians,Eden Gardens,2015,31
0,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,0
0,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,6
1,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,7
1,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,11
2,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,11
2,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,15
2,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,21
3,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,22
3,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,23
4,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,23
4,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,24
4,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,25
5,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,25
5,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,26
5,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,28
5,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2015,29
0,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,0
0,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,1
0,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,2
0,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,3
1,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,4
1,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,5
1,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,9
1,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,10
2,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,14
2,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,15
2,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,16
2,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,20
2,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,21
3,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,21
3,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,22
3,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,23
4,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,23
4,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,27
4,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,28
5,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,29
5,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,32
5,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,33
5,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015,34
0,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,0
0,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,4
0,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,5
1,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,5
1,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,6
1,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,7
1,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,8
1,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,10
2,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,14
2,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,20
2,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,24
3,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,24
3,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,25
3,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,26
3,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,27
3,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,28
4,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,29
4,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,33
4,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,34
4,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,38
5,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,39
5,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,40
5,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015,41
0,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,1
0,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,5
0,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,9
0,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,10
0,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,11
1,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,11
1,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,12
1,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,13
1,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,14
2,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,14
2,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,15
2,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,16
2,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,20
2,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,21
3,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,22
3,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,23
3,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,27
3,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,28
3,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,30
4,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,31
4,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,32
4,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,33
4,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,34
5,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,35
5,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,36
5,Rajasthan Royals,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2015,40
0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,1
0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,5
1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,5
1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,6
1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,7
1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,11
2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,12
2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,13
2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,14
2,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,15
3,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,19
3,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,21
3,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,22
4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,23
4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,29
4,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,35
5,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,35
5,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,39
5,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,40
5,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,46
5,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015,48
0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,0
0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,1
0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,2
1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,3
1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,4
1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,8
1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,9
1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,15
1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,19
2,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,19
2,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,20
2,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,21
2,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,22
2,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,23
3,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,24
3,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,30
3,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,31
3,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,33
4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,34
4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,38
4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,42
4,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,46
5,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,46
5,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,47
5,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,48
5,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,54
0,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,1
0,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,2
0,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,6
0,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,7
1,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,7
1,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,8
2,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,9
2,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,10
3,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,10
3,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,11
3,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,12
3,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,13
4,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,13
4,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,14
4,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,18
4,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,19
4,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,20
4,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,21
5,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,23
5,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,27
5,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,28
5,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2015,29
0,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,0
0,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,1
0,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,5
1,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,5
1,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,6
1,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,7
1,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,8
2,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,9
2,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,13
2,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,14
2,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,15
2,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,19
2,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,21
3,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,22
3,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,23
3,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,27
3,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,31
4,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,31
4,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,35
4,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,36
4,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,37
5,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,37
5,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2015,38
0,Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,1
